wt, s1, s2, s, d, c, e
3.550983115398724355e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.980502338026916664e-01,-3.937393739373931112e-01,-6.292530508117151478e-02
3.586800853423450341e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.306457943603781979e-01,-1.657165716571640246e-01,-2.956196417479005703e-02
3.622618591448176328e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.626889340308534271e-01,6.230623062306150928e-02,1.959253072449339706e-03
3.658436329472902759e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.941385487330433035e-01,2.903290329032941486e-01,3.167103016043833208e-02
3.694882448866483760e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.254890265627977231e-01,5.223522352235256960e-01,6.008288266386389159e-02
3.695510830235338329e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-5.260235498855522218e-01,5.263526352635246042e-01,5.955685911397835125e-02
3.732585330997774342e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-5.571856046954286601e-01,7.623762376237657179e-01,2.758294838414744946e-02
3.769659831760209912e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-5.875818852444948392e-01,9.983998399839961735e-01,-6.206758327623453260e-03
3.827470917694855590e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-6.333529118748215669e-01,6.335633563356317666e-01,-6.240828985442845728e-02
3.828099299063710603e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.338390679495865543e-01,6.295629562956293057e-01,-6.204212892237805088e-02
3.883396859522936673e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.756191628035091989e-01,2.775277527752777473e-01,-3.169386537269717335e-02
3.939322801351017755e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.157728229828143052e-01,-7.850785078507627190e-02,-4.647026773425089012e-03
3.994620361810244269e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.532751949859534113e-01,-4.305430543054349357e-01,1.867963536212687362e-02
4.050546303638324908e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.888611147785998812e-01,-7.865786578657854022e-01,3.901888666598308381e-02
4.051174685007180365e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-7.892471442941640936e-01,-7.905790579057914158e-01,3.822963952168892399e-02
4.083850516187632174e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-8.088877011541164563e-01,-9.985998599860010927e-01,-3.335382845469751518e-03
4.111499296417245652e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-8.248329349779839337e-01,-8.253825382538195754e-01,-3.928749811056152924e-02
4.112127677786100222e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.251880441892202045e-01,-8.213821382138206673e-01,-3.911268615475074761e-02
4.146688653073116626e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.442134270172487742e-01,-6.013601360136000551e-01,-3.003530800293178690e-02
4.181249628360133030e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.622305301887875917e-01,-3.813381338133758902e-01,-2.197619545149994552e-02
4.215810603647149435e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.792178351185885310e-01,-1.613161316131588308e-01,-1.487928502129544708e-02
4.250999960303020409e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.954349804767181009e-01,6.270627062706068955e-02,-8.582799015111270205e-03
4.285560935590036813e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.102834702846384074e-01,2.827282728272848544e-01,-3.252422417105059298e-03
4.320121910877053217e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.240447702003418140e-01,5.027502750275019139e-01,1.291650261220606000e-03
4.354682886164069622e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.367024445236749042e-01,7.227722772277225260e-01,5.109680659209132718e-03
4.389872242819941484e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.484407312266915913e-01,9.467946794679491518e-01,8.314356827855549914e-03
4.390500624188796053e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-9.486397122880884103e-01,9.507950795079516126e-01,7.365717115567461774e-03
4.398041200615054436e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-9.509982452397488517e-01,9.987998799880024592e-01,-4.033343528317467896e-03
4.404953395672457361e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-9.531127346806828049e-01,9.571957195719562606e-01,-1.450705251527687964e-02
4.405581777041311931e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.533027044089157354e-01,9.531953195319537997e-01,-1.446035521968579499e-02
4.443913040541457526e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.641762916600135069e-01,7.091709170917113170e-01,-1.195606122103566593e-02
4.482244304041603122e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.736334018610542929e-01,4.651465146514617288e-01,-1.007122117056204712e-02
4.520575567541748718e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.816601415159261768e-01,2.211221122112192461e-01,-8.718988639760892265e-03
4.558906831041894314e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.882447184942828589e-01,-2.290229022902678935e-02,-7.811734743294464038e-03
4.597238094542039910e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.933774593554322019e-01,-2.669266926692692721e-01,-7.261176875101168007e-03
4.635569358042185506e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.970508235596444724e-01,-5.109510951095153075e-01,-6.978508404890371684e-03
4.673900621542331102e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.992594145460037547e-01,-7.549754975497577902e-01,-6.874529144484283795e-03
4.712231885042475810e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.999999876605267790e-01,-9.989998999900002730e-01,-6.859776392338034177e-03
4.750563148542621406e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.992714549229037013e-01,-7.569756975697572443e-01,-6.844656363719684757e-03
4.788894412042767001e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.970748866248561049e-01,-5.129512951295147616e-01,-6.739575813465309255e-03
4.827225675542912597e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.934135097577649898e-01,-2.689268926892687261e-01,-6.455073657941429177e-03
4.865556939043058193e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.882927032718792359e-01,-2.490249024902269070e-02,-5.901952402848111880e-03
4.903888202543203789e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.817199901740676360e-01,2.191219121912197920e-01,-4.991409183781460139e-03
4.942219466043349385e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.737050264757258766e-01,4.631463146314622747e-01,-3.635166227043028914e-03
4.980550729543494981e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.642595870070732600e-01,7.071707170717118629e-01,-1.745600539035362499e-03
5.018881993043640577e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.533975481186804934e-01,9.511951195119578983e-01,7.641273662837412637e-04
5.019510374412495146e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-9.532077665931258936e-01,9.551955195519568065e-01,-1.890804003093846792e-04
5.026422569469898072e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-9.510953448886929618e-01,9.991999199919980867e-01,-1.066173265945636987e-02
5.034591527265011024e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-9.485402685753387964e-01,9.487948794879486059e-01,-2.300815486801624510e-02
5.035219908633866481e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.483411002519724908e-01,9.447944794479425923e-01,-2.295649596826821598e-02
5.069780883920882886e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.368124047569138524e-01,7.247724772477184274e-01,-1.979761216159467430e-02
5.104341859207899290e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.241648347457258605e-01,5.047504750475013680e-01,-1.597325545236638958e-02
