wt, s1, s2, s, d, c, e
1.179471829340542399e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.090797534360100851e+00,5.087508750875091579e-01,2.609325557152211098e-03
1.217803092840687995e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.107243716812383871e+00,7.527752775277534170e-01,6.414855297986808529e-03
1.256762737709688382e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.122292506968657566e+00,9.991999199919980867e-01,1.089595310828482023e-02
1.295722382578688547e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.135638036492594649e+00,7.511751175117513668e-01,1.592964676526468712e-02
1.335310408816543726e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.147433279038661214e+00,4.991499149914986333e-01,2.154181022710221702e-02
1.374270053685544113e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.157285927872740539e+00,2.511251125112501370e-01,2.748586553711545102e-02
1.413858079923399291e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.165498329036931846e+00,-9.000900090008201460e-04,3.388300593350526690e-02
1.452817724792399678e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.171797340180207314e+00,-2.489248924892493164e-01,4.046054532859126585e-02
1.492405751030254857e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.176376257655697533e+00,-5.009500950095020499e-01,4.735911654571336310e-02
1.531365395899255244e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.179082787845566305e+00,-7.489748974897505462e-01,5.428935603702885609e-02
1.570953422137110422e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.179999985439421639e+00,-9.989998999899984966e-01,6.140271985523847176e-02
1.609913067006110587e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.179097344681134585e+00,-7.509750975097500003e-01,6.840270050581791217e-02
1.649501093243965766e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.176347166434635660e+00,-4.989498949894990432e-01,7.544289417290160615e-02
1.688460738112966153e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.171840920921237039e+00,-2.509250925092505469e-01,8.222922698237718209e-02
1.728048764350821331e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.165440325987718184e+00,1.100110011000410282e-03,8.890873895462560184e-02
1.767008409219821718e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.157358263775752905e+00,2.491249124912489066e-01,9.519935239596104271e-02
1.806596435457676897e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.147346721840877493e+00,5.011501150115034164e-01,1.012328952968349766e-01
1.845556080326677284e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.135738681493531077e+00,7.491749174917501364e-01,1.067487747287742955e-01
1.885144106564532462e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.122177929382903505e+00,9.987998799879971301e-01,1.118550445920984127e-01
1.923475370064677836e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.107371831685080243e+00,7.547754775477546474e-01,1.162546501721783282e-01
1.961806633564823432e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.090938887528752232e+00,5.107510751075103883e-01,1.200550152717549390e-01
2.000137897064969028e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.072903238648645230e+00,2.667266726672661292e-01,1.231942496991966646e-01
2.038469160565114180e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.053291381322403852e+00,2.270227022702364650e-02,1.256114345338232852e-01
2.076800424065259776e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.032132127444752356e+00,-2.213221322132206126e-01,1.272467116222500416e-01
2.115131687565405372e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.009456562199773311e+00,-4.653465346534666480e-01,1.280413715163521704e-01
2.153462951065550968e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.852979983934797570e-01,-7.093709370937109071e-01,1.279379397236596883e-01
2.192422595934551133e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.592603043051947109e-01,-9.573957395739594034e-01,1.268546636377308745e-01
2.193050977303406146e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.588283023200842026e-01,-9.613961396139618643e-01,1.274571132278554397e-01
2.199334790991954502e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.544874873618572897e-01,-9.985998599859975400e-01,1.334666279306563341e-01
2.206875367418212441e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,9.492287750290553383e-01,-9.505950595059502461e-01,1.406418508572667148e-01
2.207503748787067455e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.487881085662044356e-01,-9.465946594659460089e-01,1.406096734768857437e-01
2.272855411147971072e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.009466005501597374e-01,-5.305530553055319842e-01,1.357066077732902998e-01
2.305531242328423325e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,8.755700176978895577e-01,-3.225322532253187546e-01,1.320503295314094938e-01
2.338835454877729703e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,8.487436982922258455e-01,-1.105110511051101696e-01,1.274542566646756636e-01
2.404815498607488333e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,7.928472441710120444e-01,3.095309530953098687e-01,1.156336076174341865e-01
2.470795542337246964e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,7.335004876535663465e-01,7.295729572957281306e-01,1.000089991904561243e-01
2.471423923706101977e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,7.329195141550470805e-01,7.335733573357341442e-01,1.004695061027245512e-01
2.513525475419376765e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,6.933466245885037127e-01,9.983998399839961735e-01,1.304825145632362571e-01
2.570079798616312416e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,6.382680236517453976e-01,6.383638363836396934e-01,1.681257653398556540e-01
2.570708179985167430e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,6.376442425671209335e-01,6.343634363436336798e-01,1.678980905027482873e-01
2.613438113067296786e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,5.946494428094049045e-01,3.623362336233633130e-01,1.514882091247681528e-01
2.656168046149426143e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,5.505690692321361102e-01,9.030903090308939341e-02,1.332175315517001302e-01
2.698897979231555500e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,5.054835936159416399e-01,-1.817181718171809734e-01,1.130414135160724420e-01
2.742256293682539869e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,4.587922642439628551e-01,-4.577457745774609066e-01,9.057863841484956047e-02
2.742884675051394883e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.581090247028128393e-01,-4.617461746174633674e-01,9.086647680415947670e-02
2.784986226764669226e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.119334883444216167e-01,-7.297729772977312734e-01,1.091679137093423818e-01
2.827716159846798583e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.643226992785500995e-01,-9.981998199819983597e-01,1.257385084340280068e-01
2.888040771256863870e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.959957481034584670e-01,-6.141614161416093509e-01,1.456378188731253243e-01
2.948993764035783727e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.258642423284877854e-01,-2.261226122612249867e-01,1.615235850039917764e-01
2.949622145404638296e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,2.251364178476602251e-01,-2.221222122212189731e-01,1.610367238565469650e-01
3.008689994076993557e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.563638756553117348e-01,1.539153915391544558e-01,1.132225269137723672e-01
3.009318375445848570e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.556288936964223268e-01,1.579157915791604694e-01,1.133203114315969595e-01
3.075298419175607201e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,7.816990874857177030e-02,5.779577957795787313e-01,1.210110320966599762e-01
3.141278462905365831e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,3.707450015246095015e-04,9.979997999799969932e-01,1.235783297626215221e-01
3.207258506635124462e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-7.743003214883138752e-02,5.819581958195811922e-01,1.210110320966599484e-01
3.240562719184431284e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.165941183286877819e-01,3.699369936993690544e-01,1.177678421207164622e-01
3.273866931733738106e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-1.556288936964225489e-01,1.579157915791533640e-01,1.132225269137723533e-01
3.274495313102592675e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.563638756553114295e-01,1.539153915391544558e-01,1.137525991238812068e-01
3.333563161774948380e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.251364178476604472e-01,-2.221222122212260786e-01,1.615235850039917487e-01
3.334191543143802949e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.258642423284880074e-01,-2.261226122612285394e-01,1.613816703151101928e-01
3.394516154553868237e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-2.952779069401010315e-01,-6.101610161016104428e-01,1.456378188731252687e-01
3.455469147332788094e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-3.643226992785503215e-01,-9.981998199819983597e-01,1.255095977309100275e-01
3.497570699046062437e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.112385664811684660e-01,-7.337733773377337343e-01,1.091679137093423124e-01
3.540300632128191793e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-4.581090247028130058e-01,-4.617461746174598147e-01,9.057863841484950496e-02
3.540929013497046807e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.587922642439630772e-01,-4.577457745774538012e-01,9.091868926419294228e-02
3.583658946579176163e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.048134830303193654e-01,-1.857185718571834343e-01,1.130414135160723588e-01
3.626388879661305520e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.499131297752628544e-01,8.630863086308693255e-02,1.332175315517000191e-01
3.669118812743434876e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.940088719442736531e-01,3.583358335833608521e-01,1.514882091247680418e-01
3.712477127194419246e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.376442425671212666e-01,6.343634363436336798e-01,1.681257653398555707e-01
3.713105508563274260e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-6.382680236517456196e-01,6.383638363836432461e-01,1.677247297130304571e-01
3.769659831760209912e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-6.933466245885038237e-01,9.983998399839961735e-01,1.300468720307964010e-01
3.811761383473484699e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-7.329195141550471915e-01,7.335733573357323678e-01,1.000089991904559994e-01
3.812389764842339268e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.335004876535661245e-01,7.295729572957263542e-01,1.001764457724905605e-01
3.877741427203243330e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.922979121068971509e-01,3.135313531353141059e-01,1.156336076174340616e-01
3.943721470933001960e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.482283982386962240e-01,-1.065106510651112615e-01,1.274542566646755248e-01
4.009701514662760147e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.004675749833319642e-01,-5.265526552655224179e-01,1.357066077732901888e-01
4.075681558392519221e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.487881085662045466e-01,-9.465946594659477853e-01,1.406418508572665760e-01
4.076309939761373791e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.492287750290552273e-01,-9.505950595059502461e-01,1.400454328280251182e-01
4.083850516187632174e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.544874873618574007e-01,-9.985998599860010927e-01,1.328669057550082855e-01
4.090134329876180530e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.588283023200843136e-01,-9.613961396139636406e-01,1.268546636377307635e-01
4.090762711245035099e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.592603043051945999e-01,-9.573957395739576270e-01,1.268802611434716177e-01
4.129093974745180695e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.848897971439715127e-01,-7.133713371337115916e-01,1.279379397236595217e-01
4.167425238245326291e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.009072382600191053e+00,-4.693469346934691089e-01,1.280413715163520316e-01
4.205756501745471887e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.031772533895601196e+00,-2.253225322532230734e-01,1.272467116222499028e-01
4.244087765245617483e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.052956902104677850e+00,1.870187018701940929e-02,1.256114345338231464e-01
4.282419028745763079e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.072594365147726769e+00,2.627262726272654447e-01,1.231942496991965397e-01
4.320750292245908675e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.090656073512514368e+00,5.067506750675079275e-01,1.200550152717548003e-01
4.359081555746053382e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.107115492637254173e+00,7.507750775077468575e-01,1.162546501721781755e-01
4.398041200615054436e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.122177929382903505e+00,9.987998799880024592e-01,1.117782779350222633e-01
4.437000845484054601e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.135537279386257925e+00,7.531753175317525972e-01,1.067487747287741567e-01
4.476588871721909335e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.147346721840877493e+00,5.011501150115016401e-01,1.011403146210616416e-01
4.515548516590910388e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.157213477727339068e+00,2.531253125312495911e-01,9.519935239596090393e-02
4.555136542828765123e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.165440325987718184e+00,1.100110010998633925e-03,8.880478973207933668e-02
4.594096187697765288e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.171753643764282815e+00,-2.469246924692463097e-01,8.222922698237704331e-02
4.633684213935620910e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.176347166434635660e+00,-4.989498949895008195e-01,7.533209198039100829e-02
4.672643858804621075e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.179068114615914764e+00,-7.469746974697457631e-01,6.840270050581778727e-02
4.712231885042475810e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.179999985439421639e+00,-9.989998999900002730e-01,6.128962252885779283e-02
4.751191529911476863e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.179111785121182310e+00,-7.529752975297476780e-01,5.428935603702873813e-02
4.790779556149331597e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.176376257655697533e+00,-5.009500950095002736e-01,4.724829607464947623e-02
4.829739201018331762e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.171884385983069876e+00,-2.529252925292553300e-01,4.046054532859114095e-02
4.869327227256187385e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.165498329036931846e+00,-9.000900090008201460e-04,3.377902026656837836e-02
4.908286872125187550e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.157430485429235212e+00,2.471247124712512289e-01,2.748586553711531572e-02
4.947874898363043172e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.147433279038660991e+00,4.991499149915021860e-01,2.144917516583758413e-02
4.986834543232043337e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.135839214379131379e+00,7.471747174717506823e-01,1.592964676526455528e-02
5.026422569469898072e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.122292506968657566e+00,9.991999199919980867e-01,1.081911445998832294e-02
5.064753832970043668e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.107499837242696517e+00,7.567756775677523251e-01,6.414855297986674955e-03
5.103085096470189264e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.091080133004514341e+00,5.127512751275133951e-01,2.609325557152080127e-03
5.141416359970334859e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.073057516537995859e+00,2.687268726872673597e-01,-5.355769834790414336e-04
5.179747623470480455e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.053458464974789788e+00,2.470247024702132421e-02,-2.958925076168139340e-03
5.218078886970626051e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.032311771396599021e+00,-2.193219321932247112e-01,-4.600851513051865301e-03
5.256410150470771647e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.009648502535096748e+00,-4.633463346334636412e-01,-5.402637077408570937e-03
5.294741413970916355e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.855019531316072667e-01,-7.073707370737096767e-01,-5.306796808404293936e-03
5.333701058839917408e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.594761632672071938e-01,-9.553955395539617257e-01,-4.231702575031164558e-03
5.334329440208771977e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.590443506490474723e-01,-9.593959395939606338e-01,-4.834287912324332880e-03
5.340613253897320334e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.547054246559818491e-01,-9.993999399939994532e-01,-1.084516661904783887e-02
5.348153830323578717e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.494489677155573126e-01,-9.525952595259497002e-01,-1.802204197309690073e-02
5.348782211692433286e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.490084886386890295e-01,-9.485948594859436866e-01,-1.799000306159927176e-02
5.414762255422192361e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.007071322237515387e-01,-5.285528552855254247e-01,-1.303958264625870028e-02
5.480742299151950547e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.484860901449462478e-01,-1.085108510851071628e-01,-4.770822964436723275e-03
5.546722342881709622e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.925726172586681217e-01,3.115311531153110991e-01,7.067394491238264756e-03
5.612702386611467809e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.332100370940090039e-01,7.315731573157293610e-01,2.271065470790313220e-02
5.613330767980322378e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-7.326289188653600792e-01,7.355735573557353746e-01,2.225033038204016558e-02
5.654803938324742596e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,-6.936465841380692332e-01,9.995999599960043724e-01,-7.314787424515471932e-03
