wt, s1, s2, s3, d1, d2, d3, c
8.589973312245718917e-01,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,3.785940016905910421e-01,-4.721396009127686311e-01,9.354559922217747792e-02,-4.685468546854689720e-01
8.596257125934267940e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.787991553447919713e-01,-4.720360932406326704e-01,9.323693789584050484e-02,-4.725472547254732092e-01
9.425720532822662312e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.045361968881279746e-01,-4.567535578626077397e-01,5.221736097447955693e-02,-9.993999399939985651e-01
1.030545444921944442e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.287898334859059912e-01,-4.371155018363536704e-01,8.325668350447380794e-03,-4.393439343934382180e-01
1.031173826290799234e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,4.289513531613144415e-01,-4.369628727646353017e-01,8.011519603320653785e-03,-4.353435343534348689e-01
1.095268725913993269e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,4.445256528469030410e-01,-4.204993214761434950e-01,-2.402633137075972647e-02,-2.730273027302754230e-02
1.095897107282848282e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.446694039494066275e-01,-4.203292496103883669e-01,-2.434015433901843758e-02,-2.330233023302241691e-02
1.171931252914284238e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.607511808832290279e-01,-3.985459266666231404e-01,-6.220525421660591525e-02,4.607460746074600877e-01
1.172559634283139252e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.608731130102529105e-01,-3.983561214110032389e-01,-6.251699159924994920e-02,4.647464746474661013e-01
1.256762737709688382e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.755476724443464809e-01,-3.715303628837660077e-01,-1.040173095605805148e-01,9.991999199919980867e-01
1.337195552923108322e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.864195946024419959e-01,-3.434444394669760592e-01,-1.429751551354662142e-01,4.871487148714859217e-01
1.337823934291963113e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.864922280481157046e-01,-3.432160296816451073e-01,-1.432761983664707084e-01,4.831483148314834608e-01
1.444020385628431935e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.959873438376647403e-01,-3.027423345933086263e-01,-1.932450092443562528e-01,-1.929192919291953245e-01
1.444648766997286726e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,4.960269711198339593e-01,-3.024922239930208923e-01,-1.935347471268132891e-01,-1.969196919691977854e-01
1.459729919849803048e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,4.969192322306270615e-01,-2.964539645273200907e-01,-2.004652677033069985e-01,-2.929292929292941494e-01
1.460358301218657839e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.969539584506807439e-01,-2.962008976012375783e-01,-2.007530608494433044e-01,-2.969296929692983866e-01
1.570953422137110422e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.999999938302633895e-01,-2.499319726368247063e-01,-2.500680211934387942e-01,-9.989998999899984966e-01
1.680920161686707992e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.969712479757629198e-01,-2.008969277033689216e-01,-2.960743202723941092e-01,-2.989298929892996171e-01
1.681548543055563005e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,4.969366198683982661e-01,-2.006091741780208770e-01,-2.963274456903774445e-01,-2.949294929492936035e-01
1.697258077276934118e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,4.960071819606186039e-01,-1.933898877309016273e-01,-3.026172942297169488e-01,-1.949194919491947786e-01
1.697886458645788910e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.959674567529306910e-01,-1.931001116814771712e-01,-3.028673450714535753e-01,-1.909190919091905414e-01
1.804082909982257510e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.864559353357187366e-01,-1.431256838153502353e-01,-3.433302515203686123e-01,4.851485148514846912e-01
1.804711291351112301e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.863832058518730017e-01,-1.428246123416766211e-01,-3.435585935101964639e-01,4.891489148914889284e-01
1.885144106564532462e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.754991226198743703e-01,-1.038636461030069957e-01,-3.716354765168674579e-01,9.987998799879971301e-01
1.969347209991081593e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.608121696914585508e-01,-6.236112598594130418e-02,-3.984510437055172050e-01,4.627462746274613181e-01
1.969975591359936384e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.606901465915848037e-01,-6.204937630662954451e-02,-3.986407702849552592e-01,4.587458745874570809e-01
2.045381355622517550e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.447412136603707822e-01,-2.449706222675598205e-02,-4.202441514336148209e-01,-2.130213021302118648e-02
2.046009736991372563e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,4.445975503425529940e-01,-2.418324404852265075e-02,-4.204143062940303155e-01,-2.530253025302542369e-02
2.110104636614566598e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,4.290320494865991763e-01,7.854444035709519031e-03,-4.368864935223087387e-01,-4.333433343334345267e-01
2.110733017983421611e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.288706144917599494e-01,8.168594380069126720e-03,-4.370392088718290657e-01,-4.373437343734369875e-01
2.199334790991954502e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.044438505770581727e-01,5.237359469915988525e-02,-4.568174452762180371e-01,-9.985998599859975400e-01
2.281652750311939037e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.789016760867703337e-01,9.308259341911841178e-02,-4.719842695058886761e-01,-4.745474547454744396e-01
2.282281131680794051e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.786965972093574440e-01,9.339127316860582062e-02,-4.720878703779632368e-01,-4.705470547054702024e-01
2.377795099746730312e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.458345373337675110e-01,1.398108154419060167e-01,-4.856453527756735000e-01,1.375137513751401031e-01
2.378423481115584881e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,3.456075559786836449e-01,1.401124455239667332e-01,-4.857200015026502671e-01,1.415141514151407875e-01
2.408585786820617525e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,3.345536285552293543e-01,1.545234377660983927e-01,-4.890770663213277469e-01,3.335333533353352919e-01
2.409214168189472538e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,3.343200667325434416e-01,1.548222172857802448e-01,-4.891422840183236587e-01,3.375337533753377528e-01
2.513525475419376765e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.937909426222473641e-01,2.034831261015159487e-01,-4.972740687237632295e-01,9.983998399839961735e-01
2.629776028657522691e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.448809449599711474e-01,2.550843506729215115e-01,-4.999652956328925479e-01,2.583258325832566982e-01
2.630404410026377704e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,2.446069675241724639e-01,2.553545276436979261e-01,-4.999614951678703068e-01,2.543254325432542373e-01
2.631661172764087286e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,2.440587230019773124e-01,2.558945789883420030e-01,-4.999533019903192321e-01,2.463246324632457629e-01
2.632289554132942300e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,2.437844561320621772e-01,2.561644531489635224e-01,-4.999489092810255886e-01,2.423242324232397493e-01
2.747911726002233657e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.917951775413177240e-01,3.039910924944163040e-01,-4.957862700357338892e-01,-4.937493749374937124e-01
2.748540107371088226e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.915049835440387205e-01,3.042404843642474987e-01,-4.957454679082861082e-01,-4.977497749774997260e-01
2.827716159846798583e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.543740251180297229e-01,3.346703599337493285e-01,-4.890443850517789404e-01,-9.981998199819983597e-01
2.908777356429073535e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.153588883443982943e-01,3.636508836704076542e-01,-4.790097720148058236e-01,-4.821482148214819574e-01
2.909405737797928548e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.150531515453176723e-01,3.638664465231756795e-01,-4.789195980684932130e-01,-4.781478147814759438e-01
2.995493985331041831e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,7.278974050803811713e-02,3.920047565637215792e-01,-4.647944970717595159e-01,6.990699069907080343e-02
2.996122366699896844e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,7.247888268485100371e-02,3.921997126497916430e-01,-4.646785953346425080e-01,7.390739073907326429e-02
3.048278020314848735e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,4.658963374203585472e-02,4.078339974302733206e-01,-4.544236311723089949e-01,4.059405940594054130e-01
3.048906401683703749e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,4.627680081427042180e-02,4.080156825838499590e-01,-4.542924833981202282e-01,4.099409940994114265e-01
3.141278462905365831e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.570953396290718273e-04,4.329341328498103603e-01,-4.330912281894392923e-01,9.979997999799969932e-01
3.227366710438479558e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.283445977154477086e-02,4.528380300241754974e-01,-4.100035702526305670e-01,4.539453945394491541e-01
3.227995091807334571e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.314748690683400945e-02,4.529711481514732130e-01,-4.098236612446390370e-01,4.499449944994466932e-01
3.311569813865028689e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.457991926903118962e-02,4.690623555815041090e-01,-3.844824363124727529e-01,-8.210821082108310520e-02
3.312198195233883258e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.488956531635927227e-02,4.691710664459253777e-01,-3.842815011295659389e-01,-8.610861086108911877e-02
3.356184891053722641e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.064745181014851716e-01,4.763180819986663206e-01,-3.698435638971809825e-01,-3.661366136613679600e-01
3.356813272422577210e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.067814812493434046e-01,4.764135372286456560e-01,-3.696320559793020988e-01,-3.701370137013668682e-01
3.455469147332788094e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.543740251180298062e-01,4.890443850517789959e-01,-3.346703599337489954e-01,-9.981998199819983597e-01
3.566692649620095246e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.062059399692897366e-01,4.975764579924402131e-01,-2.913705180231502823e-01,-2.937293729372925100e-01
3.567321030988950259e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.064921261662865104e-01,4.976072571343516104e-01,-2.911151309680649057e-01,-2.897289728972864964e-01
3.579260276997192403e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.119140434135836082e-01,4.981550949466782563e-01,-2.862410515330944816e-01,-2.137213721372113184e-01
3.579888658366046972e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.121985774602829222e-01,4.981819621459329661e-01,-2.859833846856498774e-01,-2.097209720972088576e-01
3.691112160653354568e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.611387682990635728e-01,4.998320383246270260e-01,-2.386932700255632589e-01,4.983498349835002728e-01
3.691740542022209137e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.614066508647599485e-01,4.998237965021272156e-01,-2.384171456373670728e-01,5.023502350234991809e-01
3.769659831760209912e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.937909426222474196e-01,4.972740687237631740e-01,-2.034831261015155324e-01,9.983998399839961735e-01
3.849464265604775282e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-3.251091037602762412e-01,4.915348749834241304e-01,-1.664257712231476949e-01,4.935493549354923459e-01
3.850092646973629851e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.253477451486825878e-01,4.914772082402084630e-01,-1.661294630915256809e-01,4.895489548954898851e-01
3.945606615039566556e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.600734291454069647e-01,4.804703082628909994e-01,-1.203968791174838543e-01,-1.185118511851186440e-01
3.946234996408421125e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.602913503449220456e-01,4.803832596784226583e-01,-1.200919093335004323e-01,-1.225122512251246576e-01
3.985194641277421734e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.735212385203049990e-01,4.746172038308255625e-01,-1.010959653105203832e-01,-3.705370537053731539e-01
3.985823022646276304e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.737300312843624961e-01,4.745182752919582803e-01,-1.007882440075955899e-01,-3.745374537453756147e-01
4.083850516187632174e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.044438505770582282e-01,4.568174452762178706e-01,-5.237359469915944116e-02,-9.985998599860010927e-01
4.173709051933874647e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.291933150724997481e-01,4.367336056624191998e-01,-7.540290589919318096e-03,-4.293429342934267368e-01
4.174337433302729217e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.293544111857837131e-01,4.365805453525306579e-01,-7.226134166746805976e-03,-4.253425342534278286e-01
4.245344527983326621e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.464514595907611016e-01,4.181893691540036206e-01,2.826209043675764754e-02,2.670267026702788371e-02
4.245972909352182079e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.465928355542992945e-01,4.180170623520840234e-01,2.857577320221542372e-02,3.070307030703389728e-02
4.303783995286827313e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.588379980999859886e-01,4.014677381464999417e-01,5.737025995348617874e-02,3.987398739873988518e-01
4.304412376655682770e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.589627447438263674e-01,4.012803805265295343e-01,5.768236421729702745e-02,4.027402740274084181e-01
4.398041200615054436e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.754991226198744259e-01,3.716354765168670138e-01,1.038636461030075370e-01,9.987998799880024592e-01
4.502352507844958218e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.890116555058297010e-01,3.347870582750216428e-01,1.542245972308081969e-01,3.371337133713367962e-01
4.502980889213812787e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.890770663213276359e-01,3.345536285552293543e-01,1.545234377660983927e-01,3.331333133313343353e-01
4.528744525336861670e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.915923476376397594e-01,3.248703339982707550e-01,1.667220136393690877e-01,1.691169116911694914e-01
4.529372906705716240e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.916496261801613921e-01,3.246314359569481001e-01,1.670181902232134308e-01,1.651165116511634778e-01
4.633055832566765453e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.984273879759711368e-01,2.835299319313854260e-01,2.148974560445858495e-01,-4.949494949494912532e-01
4.633684213935620910e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.984521891672185068e-01,2.832710844617916668e-01,2.151811047054269788e-01,-4.989498949895008195e-01
4.712231885042475810e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.999999938302633895e-01,2.500680211934385722e-01,2.499319726368249006e-01,-9.989998999900002730e-01
4.790779556149331597e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.984645159558040439e-01,2.153228971801890157e-01,2.831416187756151115e-01,-5.009500950095002736e-01
4.791407937518186166e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.984398131735336412e-01,2.150392909888925175e-01,2.834005221846412348e-01,-4.969496949694978127e-01
4.895090863379236268e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.916781926524660951e-01,1.671662537914464230e-01,3.245119388610197553e-01,1.631163116311711292e-01
4.895719244748090837e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.916210111742776445e-01,1.668701101676478837e-01,3.247509010066298440e-01,1.671167116711700373e-01
4.921482880871139720e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.891096993112496460e-01,1.546728351602640605e-01,3.344368641509856688e-01,3.311331133113348812e-01
4.922111262239994289e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.890443850517789404e-01,1.543740251180295009e-01,3.346703599337494950e-01,3.351335133513373421e-01
5.026422569469898072e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.755476724443464809e-01,1.040173095605803066e-01,3.715303628837662298e-01,9.991999199919980867e-01
5.120051393429269737e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.590250501085222923e-01,5.783840781566428751e-02,4.011866422928579978e-01,4.047404740474007667e-01
5.120679774798125194e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.589003940722624630e-01,5.752631492476868030e-02,4.013740791474938452e-01,4.007400740073947532e-01
5.179119242101624998e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.465221696119235917e-01,2.841893322218503118e-02,4.181032363897385640e-01,2.870287028702733778e-02
5.179747623470480455e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.463807054977922961e-01,2.810524486141548900e-02,4.182754606363768279e-01,2.470247024702132421e-02
5.250754718151077860e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.292738843171960417e-01,-7.383212742753266986e-03,4.366570970599492618e-01,-4.273427342734308354e-01
5.251383099519932429e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.291127034596482481e-01,-7.697367692740427619e-03,4.368100711523886792e-01,-4.313431343134368490e-01
5.340613253897320334e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.045361968881279191e-01,-5.221736097447999408e-02,4.567535578626079062e-01,-9.993999399939994532e-01
5.438640747438675760e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.738343723319629275e-01,-1.006343684244528774e-01,4.744687407564157633e-01,-3.765376537653750688e-01
5.439269128807531217e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.736256533437084526e-01,-1.009421096413483931e-01,4.745677629850568180e-01,-3.725372537253690552e-01
5.478857155045385952e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.601824075230090627e-01,-1.202444001605027096e-01,4.804268076835117585e-01,-1.205120512051180981e-01
5.479485536414240521e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.599644152228734240e-01,-1.205493461893932527e-01,4.805137614122665934e-01,-1.165116511651191900e-01
5.574371123111322213e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.254670176733372444e-01,-1.659812844190012293e-01,4.914483020923383627e-01,4.875487548754904310e-01
5.574999504480177670e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-3.252284405070696716e-01,-1.662776253644504543e-01,4.915060658715200148e-01,4.915491549154964446e-01
5.654803938324742596e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.939180441263005150e-01,-2.033396183891467146e-01,4.972576625154471186e-01,9.995999599960043724e-01
5.733351609431598384e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.612727224777825485e-01,-2.385552196060486407e-01,4.998279420838310783e-01,5.003500350034997268e-01
5.733979990800452953e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.610047883418255554e-01,-2.388312968822853544e-01,4.998360852241108265e-01,4.963496349634937133e-01
5.845203493087760549e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.120563209035861707e-01,-2.861122322312695254e-01,4.981685531348555851e-01,-2.117211721172154171e-01
5.845831874456615118e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.117717450043193617e-01,-2.863698425784101942e-01,4.981415875827294726e-01,-2.157215721572143252e-01
5.857142739096002693e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.066351886957982220e-01,-2.909873943277312414e-01,4.976225830235293524e-01,-2.877287728772941477e-01
5.857771120464857262e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.063490432527419205e-01,-2.912428388707407612e-01,4.975918821234825984e-01,-2.917291729172930559e-01
5.968994622752164858e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.545234377660980873e-01,-3.345536285552296318e-01,4.890770663213275804e-01,-9.997999799980021862e-01
6.067650497662374853e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.069349470193212970e-01,-3.695262472823639399e-01,4.764611943016850981e-01,-3.721372137213734277e-01
6.068278879031230311e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.066280049383476619e-01,-3.697378281877219952e-01,4.763658331260695045e-01,-3.681368136813674141e-01
6.112265574851068806e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.504437577775486590e-02,-3.841809766311776730e-01,4.692253524089322059e-01,-8.810881088108857284e-02
6.112893956219924263e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.473474647502349244e-02,-3.843819876933047830e-01,4.691167341683279424e-01,-8.410841084108255927e-02
6.197097059646472950e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.299097546113319485e-02,-4.099136359811081931e-01,4.529046114422413671e-01,4.519451945194532527e-01
6.197725441015327519e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-4.267793985351893415e-02,-4.100934640503289264e-01,4.527714039038475691e-01,4.559455945594592663e-01
