wt, s1, s2, s, d, c, e
1.494290895136819453e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.970748866248561049e-01,-5.129512951295129852e-01,-4.742500926840135210e-03
1.532622158636964826e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.992714549229037013e-01,-7.569756975697572443e-01,-4.845384908796460284e-03
1.570953422137110422e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.999999876605267790e-01,-9.989998999899984966e-01,-4.859776404677188140e-03
1.609284685637255796e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.992594145460037547e-01,-7.549754975497560139e-01,-4.875269729937963155e-03
1.647615949137401392e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.970508235596444724e-01,-5.109510951095117548e-01,-4.981457581330414261e-03
1.685947212637546766e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.933774593554322019e-01,-2.669266926692657194e-01,-5.267799415745422556e-03
1.724278476137692362e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.882447184942827478e-01,-2.290229022902146028e-02,-5.823490024799871968e-03
1.762609739637837736e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.816601415159261768e-01,2.211221122112210224e-01,-6.737328498244658966e-03
1.800941003137983332e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.736334018610542929e-01,4.651465146514652815e-01,-8.097587768700679339e-03
1.839272266638128706e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.641762916600135069e-01,7.091709170917095406e-01,-9.991884929375343533e-03
1.877603530138274301e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.533027044089158464e-01,9.531953195319520233e-01,-1.250705251527656908e-02
1.878231911507129093e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,9.531127346806828049e-01,9.571957195719580369e-01,-1.055393978059588483e-02
1.885144106564532462e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,9.509982452397487407e-01,9.987998799879971301e-01,1.091765471692258786e-02
1.892684682990790623e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,9.486397122880882993e-01,9.507950795079498363e-01,3.431435682785586444e-02
1.893313064359645415e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.484407312266914802e-01,9.467946794679473754e-01,3.426279755908254870e-02
1.931015946490935997e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.358194347480552899e-01,7.067706770677055772e-01,3.079098720586464361e-02
1.969347209991081593e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.216243393829171016e-01,4.627462746274613181e-01,2.644286042649948709e-02
2.007678473491226967e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,9.060752802906041348e-01,2.187218721872188354e-01,2.118674889024993457e-02
2.046009736991372563e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,8.891951006851059880e-01,-2.530253025302542369e-02,1.494075892334197075e-02
2.084341000491518159e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,8.710085993373722912e-01,-2.693269326932714591e-01,7.624451088214937063e-03
2.122672263991663311e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,8.515424941432930828e-01,-5.133513351335139419e-01,-8.410416424285698141e-04
2.161003527491808907e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,8.308253828722799161e-01,-7.573757375737582009e-01,-1.053289802160990891e-02
2.199334790991954502e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,8.088877011541163453e-01,-9.985998599859975400e-01,-2.152649514431529201e-02
2.262801309246293968e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,7.699682197856893007e-01,-5.945594559455926742e-01,-4.278695927451132974e-02
2.326896208869488003e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,7.275173661023071059e-01,-1.865186518651835712e-01,-6.841026599479260728e-02
2.390991108492682038e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,6.820787805207656485e-01,2.215221522152219791e-01,-9.851896298670696772e-02
2.455086008115876073e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,6.338390679495863322e-01,6.295629562956293057e-01,-1.334082898544281248e-01
2.455714389484731086e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,6.333529118748214559e-01,6.335633563356353193e-01,-1.317749369425532946e-01
2.513525475419376765e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,5.875818852444947282e-01,9.983998399839961735e-01,1.638082355762131639e-02
2.550599976181812334e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,5.571856046954285491e-01,7.623762376237621652e-01,1.091401339888431743e-01
2.587674476944248347e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,5.260235498855519998e-01,5.263526352635246042e-01,2.000828826638641755e-01
2.588302858313102917e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,5.254890265627975010e-01,5.223522352235221433e-01,1.996083716904269723e-01
2.647999088354313191e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,4.737935632735820746e-01,1.423142314231427008e-01,1.520625463934587862e-01
2.707695318395523465e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,4.204101717002354244e-01,-2.377237723772367417e-01,9.952314891209458614e-02
2.767391548436733739e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,3.655290345373406469e-01,-6.177617761776197369e-01,4.183890988028960561e-02
2.827716159846798583e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,3.087480502360594459e-01,-9.981998199819983597e-01,-2.181436309934221829e-02
2.871702855666637522e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,2.666252255150048378e-01,-7.181718171817195184e-01,-7.169411291816885079e-02
2.916317932855331474e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,2.233741498623360855e-01,-4.341434143414346636e-01,-1.253178752287670006e-01
2.960933010044025426e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.796785205702181309e-01,-1.501150115011498087e-01,-1.820289798344965349e-01
3.005548087232719379e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.356252995858673316e-01,1.339133913391350461e-01,-2.418558641371567342e-01
3.006176468601574392e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.350026975981064858e-01,1.379137913791375070e-01,-2.407208614395586199e-01
3.073413275069042605e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,6.812656964471552890e-02,5.659565956595677960e-01,-1.228827881050270215e-01
3.141278462905365831e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.141906792581436545e-04,9.979997999799969932e-01,-1.121947423083398745e-02
3.187778684200624379e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.616961207799231276e-02,7.059705970597036639e-01,6.106032754761567954e-02
3.234278905495882928e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.255360162854103789e-02,4.099409940994078738e-01,1.299034517468002359e-01
3.280779126791141476e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.387375013071035501e-01,1.139113911391120837e-01,1.953210469184850639e-01
3.327279348086399580e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.846214670188855989e-01,-1.821182118211837064e-01,2.573316672005234729e-01
3.327907729455254593e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.852390098351452408e-01,-1.861186118611861673e-01,2.561464281906883356e-01
3.391374247709594059e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.471923371851816875e-01,-5.901590159015910331e-01,1.332703360535879289e-01
3.455469147332788094e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.087480502360596124e-01,-9.981998199819983597e-01,2.876888850421901924e-03
3.502597749996901211e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.532147217146031637e-01,-7.017701770177033893e-01,-9.697354329020071995e-02
3.550354734029869341e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.974737010456501074e-01,-3.977397739773955720e-01,-2.015272548473683312e-01
3.550983115398724355e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.980502338026916664e-01,-3.937393739373931112e-01,-2.009253050811709851e-01
3.605652294489095855e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.475820900613155517e-01,-4.570457045704401366e-02,-1.507442402966446826e-01
3.660321473579466911e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.957765822931401445e-01,3.023302330233015311e-01,-1.048146619437615029e-01
3.714990652669838411e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.424897065676429486e-01,6.503650365036541814e-01,-6.301385263570917494e-02
3.769659831760209912e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.875818852444948392e-01,9.983998399839961735e-01,-2.520675832762283436e-02
3.839410163703097734e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.425468939359720855e-01,5.575557555755565886e-01,1.746592141263559467e-02
3.909788877014840125e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.948391564048578273e-01,1.095109510951104426e-01,5.451523024788964417e-02
3.980167590326582960e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.436911874276658230e-01,-3.385338533853428089e-01,8.589983986492062684e-02
4.050546303638324908e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.888611147785998812e-01,-7.865786578657854022e-01,1.120188866659836274e-01
4.051174685007180365e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-7.892471442941640936e-01,-7.905790579057914158e-01,1.102296395216894598e-01
4.083850516187632174e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.088877011541164563e-01,-9.985998599860010927e-01,1.666461715453077322e-02
4.111499296417245652e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.248329349779839337e-01,-8.253825382538195754e-01,-6.328749811056100238e-02
4.112127677786100222e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.251880441892202045e-01,-8.213821382138206673e-01,-6.311268615475022770e-02
4.147317034441971195e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.445500772418694790e-01,-5.973597359735940415e-01,-5.387985808017312778e-02
4.183134772466697626e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.631838532937220476e-01,-3.693369336933685076e-01,-4.556479436957846380e-02
4.218952510491423169e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.807103602248547158e-01,-1.413141314131429738e-01,-3.827985524686405849e-02
4.254770248516149600e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.971071155017446008e-01,8.670867086708611282e-02,-3.196126756389461310e-02
4.290587986540876031e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.123530858060212578e-01,3.147314731473187521e-01,-2.654401856279824806e-02
4.326405724565601574e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.264287140154455757e-01,5.427542754275442860e-01,-2.196193927259051937e-02
4.362223462590328005e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.393159442912633050e-01,7.707770777077733726e-01,-1.814778938895755811e-02
4.398041200615054436e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.509982452397488517e-01,9.987998799880024592e-01,-1.503334352831701103e-02
4.437000845484054601e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.623197282934389252e-01,7.531753175317525972e-01,-1.235936299078254329e-02
4.476588871721909335e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.723277303736249655e-01,5.011501150115016401e-01,-1.031372018803797773e-02
4.515548516590910388e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.806893879045246454e-01,2.531253125312495911e-01,-8.869088873182075922e-03
4.555136542828765123e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.876612932099306796e-01,1.100110010998633925e-03,-7.883718168670405396e-03
4.594096187697765288e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.930115625121040956e-01,-2.469246924692463097e-01,-7.295017450247231854e-03
4.633684213935620910e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.969043783344370135e-01,-4.989498949895008195e-01,-6.987501592096483950e-03
4.672643858804621075e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.992102666236566400e-01,-7.469746974697457631e-01,-6.876034692072457120e-03
4.712231885042475810e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.999999876605267790e-01,-9.989998999900002730e-01,-6.859776392337579680e-03
4.751191529911476863e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.992472755264257822e-01,-7.529752975297476780e-01,-6.843903639245655680e-03
4.790779556149331597e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.969290319116080878e-01,-5.009500950095002736e-01,-6.730509551271869270e-03
4.829739201018331762e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.931223610026016502e-01,-2.529252925292553300e-01,-6.428001786109881210e-03
4.869327227256187385e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.877104483363829956e-01,-9.000900090008201460e-04,-5.829677557409106842e-03
4.908286872125187550e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.808732927366401455e-01,2.471247124712512289e-01,-4.860073174651408263e-03
4.947874898363043172e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.724010839310687215e-01,4.991499149915021860e-01,-3.392014806042069515e-03
4.986834543232043337e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.625756054060435885e-01,7.471747174717506823e-01,-1.378965894917502308e-03
5.026422569469898072e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.510953448886929618e-01,9.991999199919980867e-01,1.338267340544082706e-03
5.062240307494624503e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.394236820734499505e-01,7.727772777277692740e-01,4.458551692269661568e-03
5.098058045519350934e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.265469517277343803e-01,5.447544754475401874e-01,8.279142566216972365e-03
5.133875783544076477e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.124816717762426199e-01,3.167316731673182062e-01,1.286825708363856582e-02
5.169693521568802907e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.972458847832609496e-01,8.870887088708911961e-02,1.829312652424732247e-02
5.205511259593528450e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.808591348081501460e-01,-1.393139313931399670e-01,2.461991008373204393e-02
5.241328997618254881e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.633424423347461074e-01,-3.673367336733690536e-01,3.191361000651379842e-02
5.277146735642981312e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.447182773068495631e-01,-5.953595359535981402e-01,4.023798820260830744e-02
5.312964473667706855e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.250105303043833160e-01,-8.233823382338201213e-01,4.965548445555600932e-02
5.313592855036562312e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.246552582275531451e-01,-8.273827382738261349e-01,4.783082919732846439e-02
5.340613253897320334e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.090723937762558382e-01,-9.993999399939994532e-01,-3.028865996675106018e-02
5.373289085077772143e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-7.894400421947431745e-01,-7.925792579257944226e-01,-1.238438641065571083e-01
5.373917466446626712e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.890541684824331492e-01,-7.885788578857884090e-01,-1.236329182750395411e-01
5.443667798389514978e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.443209883613057798e-01,-3.445344534453411711e-01,-9.774738955357548109e-02
5.514046511701256925e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.955167126365389141e-01,1.035103510351049749e-01,-6.638719401624391947e-02
5.584425225012999761e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.432688508040667053e-01,5.515551555155511210e-01,-2.936402021529004730e-02
5.654803938324742596e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.878360882526010300e-01,9.995999599960043724e-01,1.369335104849136835e-02
5.709473117415114096e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.427536195829736343e-01,6.523652365236500827e-01,5.152298901897070516e-02
5.764142296505485596e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.960494167502439988e-01,3.043304330432974325e-01,9.334715265937625073e-02
5.818811475595857097e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.478630307376970654e-01,-4.370437043704811231e-02,1.393008262324151314e-01
5.874109036055083166e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.977619870568640525e-01,-3.957395739573996707e-01,1.901088931419311623e-01
5.874737417423937735e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.971853757975074006e-01,-3.997399739973985788e-01,1.887117077661336628e-01
5.921866020088050853e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.535086429455497892e-01,-6.997699769977003825e-01,8.557730966617037305e-02
5.968994622752164858e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.090468755321961747e-01,-9.997999799980021862e-01,-1.425089036418056634e-02
6.032461141006503880e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.481055479223043814e-01,-5.961596159615965007e-01,-1.433660643455366979e-01
6.096556040629697470e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.855477538294935391e-01,-1.881188118811891741e-01,-2.674586776623972817e-01
6.097184421998552928e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.849302475547824343e-01,-1.841184118411831605e-01,-2.666436079099521184e-01
6.143684643293811476e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.390486466603922944e-01,1.119111911191126296e-01,-2.046100462356959249e-01
6.190184864589070024e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.286643913999748090e-02,4.079407940794155252e-01,-1.391693595366415015e-01
6.236685085884327684e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.648346543014812010e-02,7.039703970397042099e-01,-7.030304359606953657e-02
6.283185307179586232e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.449293598294706414e-16,1.000000000000000000e+00,2.000000000000566863e-03
