wt, s1, s2, s3, d1, d2, d3, c
2.404187117238633764e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.723697145499838435e-01,3.048605586020582958e-01,-9.772302731520420283e-01,3.055305530553056315e-01
2.455086008115876073e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.338390679495863322e-01,3.529207656157883899e-01,-9.867598335653745556e-01,6.295629562956293057e-01
2.455714389484731086e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,6.333529118748214559e-01,3.535086429455499557e-01,-9.868615548203713006e-01,6.335633563356353193e-01
2.513525475419376765e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.875818852444947282e-01,4.069662522030318974e-01,-9.945481374475264591e-01,9.983998399839961735e-01
2.587674476944248347e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.260235498855519998e-01,4.735168522838592575e-01,-9.995404021694110908e-01,5.263526352635246042e-01
2.588302858313102917e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.254890265627975010e-01,4.740702274924017412e-01,-9.995592540551990757e-01,5.223522352235221433e-01
2.594586672001651273e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.201324159078777321e-01,4.795936479537453723e-01,-9.997260638616228823e-01,4.823482348234833239e-01
2.595215053370506286e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,5.195956217529322796e-01,4.801449520392800374e-01,-9.997405737922120395e-01,4.783478347834773103e-01
2.823945871633669391e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.123319337870004708e-01,6.665348124623082793e-01,-9.788667462493085836e-01,-9.777977797779762170e-01
2.824574253002524404e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.117349268073471569e-01,6.670031227496496795e-01,-9.787380495569965033e-01,-9.817981798179822306e-01
2.827716159846798583e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.087480502360594459e-01,6.693407198674986569e-01,-9.780887701035578807e-01,-9.981998199819983597e-01
2.830858066691072761e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.057581258366278698e-01,6.716717095412447769e-01,-9.774298353778723136e-01,-9.781978197819789500e-01
2.831486448059927774e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,3.051597778141798001e-01,6.721371125566246718e-01,-9.772968903708042498e-01,-9.741974197419729364e-01
3.005548087232719379e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.356252995858673316e-01,7.902108543048171896e-01,-9.258361538906841881e-01,1.339133913391350461e-01
3.006176468601574392e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.350026975981064858e-01,7.905957923982158686e-01,-9.255984899963219936e-01,1.379137913791375070e-01
3.118656733626591571e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,2.293390908475254064e-02,8.543306701139687931e-01,-8.772645791987210284e-01,8.539853985398551117e-01
3.119285114995446140e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.230568850414618373e-02,8.546570899686352085e-01,-8.769627784727810349e-01,8.579857985798575726e-01
3.141278462905365831e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,3.141906792581436545e-04,8.658682656996207205e-01,-8.661824563788785847e-01,9.979997999799969932e-01
3.160758285339865914e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.916445844704514623e-02,8.754485830272281666e-01,-8.562841245801826595e-01,8.779877987798769823e-01
3.161386666708720927e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.979272058544248938e-02,8.757521139600801252e-01,-8.559593933746373340e-01,8.739873987398745214e-01
3.327279348086399580e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.846214670188855989e-01,9.434489041003557563e-01,-7.588274370814698244e-01,-1.821182118211837064e-01
3.327907729455254593e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.852390098351452408e-01,9.436570375367111518e-01,-7.584180277015656335e-01,-1.861186118611861673e-01
3.408968926037529545e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.642018492532599017e-01,9.673542018655573171e-01,-7.031523526122970269e-01,-7.021702170217025696e-01
3.409597307406384115e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.648078504022174373e-01,9.675132604225620270e-01,-7.027054100203442566e-01,-7.061706170617050304e-01
3.455469147332788094e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.087480502360596124e-01,9.780887701035579918e-01,-6.693407198674979908e-01,-9.981998199819983597e-01
3.514536996005143354e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.643589514988667122e-01,9.886730689335236910e-01,-6.243141174346565903e-01,-6.257625762576246586e-01
3.515165377373997924e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.649440650695817689e-01,9.887671844660589349e-01,-6.238231193964768329e-01,-6.217621762176221978e-01
3.550354734029869341e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.974737010456501074e-01,9.934135097577649898e-01,-5.959398087121146048e-01,-3.977397739773955720e-01
3.550983115398724355e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.980502338026916664e-01,9.934853163620972483e-01,-5.954350825594051377e-01,-3.937393739373931112e-01
3.769031450391355342e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.870733052425601839e-01,9.946134677447597827e-01,-4.075401625021992102e-01,9.943994399439972653e-01
3.769659831760209912e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-5.875818852444948392e-01,9.945481374475263481e-01,-4.069662522030310647e-01,9.983998399839961735e-01
3.770288213129064925e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-5.880902332320064874e-01,9.944824144399005972e-01,-4.063921812078937212e-01,9.975997599759942602e-01
3.770916594497919494e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-5.885983490043665833e-01,9.944162987478343263e-01,-4.058179497434673544e-01,9.935993599359917994e-01
3.961944530629792460e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-7.313858424366809219e-01,9.562909758311116670e-01,-2.249051333944303011e-01,-2.225222522252252588e-01
3.962572911998647029e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.318142314135568371e-01,9.561070377886426996e-01,-2.242928063750855294e-01,-2.265226522652277197e-01
4.050546303638324908e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.888611147785998812e-01,9.266650979752134587e-01,-1.378039831966132167e-01,-7.865786578657854022e-01
4.051174685007180365e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.892471442941640936e-01,9.264287140154454647e-01,-1.371815697212810659e-01,-7.905790579057914158e-01
4.083850516187632174e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.088877011541164563e-01,9.136348905524357411e-01,-1.047471893983188823e-01,-9.985998599860010927e-01
4.111499296417245652e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.248329349779839337e-01,9.020469118362604011e-01,-7.721397685827612045e-02,-8.253825382538195754e-01
4.112127677786100222e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.251880441892202045e-01,9.017755004800627194e-01,-7.658745629084215412e-02,-8.213821382138206673e-01
4.250371578934165839e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.951550531528217336e-01,8.336125937804493846e-01,6.154245937237262654e-02,5.870587058705822869e-02
4.250999960303020409e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.954349804767181009e-01,8.332653430452375831e-01,6.216963743148084393e-02,6.270627062706068955e-02
4.361595081221473436e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.391001905616008782e-01,7.671540671383239030e-01,1.719461234232772529e-01,7.667766776677709117e-01
4.362223462590328005e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.393159442912633050e-01,7.667508323765015454e-01,1.725651119147619816e-01,7.707770777077733726e-01
4.398041200615054436e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.509982452397488517e-01,7.432709530337340276e-01,2.077272922060150739e-01,9.987998799880024592e-01
4.443284659172602957e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.640094154358662681e-01,7.122532369493910220e-01,2.517561784864754126e-01,7.131713171317102251e-01
4.443913040541457526e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.641762916600135069e-01,7.118120212773759725e-01,2.523642703826377565e-01,7.091709170917113170e-01
4.506122796058087410e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-9.788024462147787430e-01,6.667690005162912881e-01,3.120334456984876770e-01,3.131313131313113729e-01
4.506751177426941979e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.789309496542388800e-01,6.663005586108173839e-01,3.126303910434217737e-01,3.091309130913089120e-01
4.712231885042475810e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.999999876605267790e-01,5.001360423868771443e-01,4.998639452736498012e-01,-9.989998999900002730e-01
4.918340974026865098e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.788667462493085836e-01,3.123319337870000822e-01,6.665348124623086123e-01,3.111311131113119188e-01
4.918969355395719667e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-9.787380495569966143e-01,3.117349268073471569e-01,6.670031227496496795e-01,3.151315131513179324e-01
4.981179110912349550e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-9.640929011335337417e-01,2.520602368757179912e-01,7.120326642578158616e-01,7.111711171117143238e-01
4.981807492281204119e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.639258345752520496e-01,2.514520952449225133e-01,7.124737393303296473e-01,7.151715171517167846e-01
5.026422569469898072e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.510953448886929618e-01,2.080346191211606133e-01,7.430607257675324595e-01,9.991999199919980867e-01
5.062868688863479072e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.392081137837653415e-01,1.722556261711935821e-01,7.669524876125718427e-01,7.687768776877703658e-01
5.063497070232334529e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-9.389921746354231713e-01,1.716366037015619461e-01,7.673555709338613084e-01,7.647764776477643522e-01
5.173463809781932099e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.955748115552213395e-01,6.248321727082525173e-02,8.330915942843961641e-01,6.470647064706014362e-02
5.174092191150786668e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.952950610046473967e-01,6.185605145501031632e-02,8.334390095496371220e-01,6.070607060706123548e-02
5.312964473667706855e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.250105303043833160e-01,-7.690072037021740414e-02,9.019112506746006508e-01,-8.233823382338201213e-01
5.313592855036562312e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.246552582275531451e-01,-7.752722572409888324e-02,9.021824839516519035e-01,-8.273827382738261349e-01
5.340613253897320334e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.090723937762558382e-01,-1.044347219489599882e-01,9.135071157252158125e-01,-9.993999399939994532e-01
5.373289085077772143e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.894400421947431745e-01,-1.368703426552757285e-01,9.263103848500188198e-01,-7.925792579257944226e-01
5.373917466446626712e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.890541684824331492e-01,-1.374927832453015086e-01,9.265469517277346023e-01,-7.885788578857884090e-01
5.461890858086305478e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-7.320283175501403061e-01,-2.239866096384409699e-01,9.560149271885811650e-01,-2.285228522852236210e-01
5.462519239455160047e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-7.316000730353566794e-01,-2.245989809704910523e-01,9.561990540058477039e-01,-2.245224522452176075e-01
5.653547175587032569e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-5.888523197471627890e-01,-4.055307739061256300e-01,9.943830936532882525e-01,9.915991599159923453e-01
5.654175556955888027e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-5.883443201576219472e-01,-4.061050855201728815e-01,9.944494056777946067e-01,9.955995599559983589e-01
5.654803938324742596e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-5.878360882526010300e-01,-4.066792367782934292e-01,9.945153250308942372e-01,9.995999599960043724e-01
5.655432319693597165e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-5.873276242327812868e-01,-4.072532274537769559e-01,9.945808516865580762e-01,9.963996399639967194e-01
5.656060701062451734e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-5.868189282989365596e-01,-4.078270573199756499e-01,9.946459856189120430e-01,9.923992399239907058e-01
5.874109036055083166e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.977619870568640525e-01,-5.956874750376390804e-01,9.934494620945029109e-01,-3.957395739573996707e-01
5.874737417423937735e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.971853757975074006e-01,-5.961920835579249678e-01,9.933774593554320909e-01,-3.997399739973985788e-01
5.909926774079809597e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.646515262826546810e-01,-6.240686492182809797e-01,9.887201755009354942e-01,-6.237623762376287573e-01
5.910555155448664166e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.640663407470977608e-01,-6.245595240213754895e-01,9.886258647684730283e-01,-6.277627762776276654e-01
5.968994622752164858e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.090468755321961747e-01,-6.691072571104592637e-01,9.781541326426551608e-01,-9.997999799980021862e-01
6.015494844047423406e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.645048628831407900e-01,-7.029289160114114976e-01,9.674337788945519545e-01,-7.041704170416949182e-01
6.016123225416277975e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.638988095424849578e-01,-7.033757198009474854e-01,9.672745293434321656e-01,-7.001700170016960101e-01
6.096556040629697470e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.855477538294935391e-01,-7.582132106997611087e-01,9.437609645292546201e-01,-1.881188118811891741e-01
6.097184421998552928e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.849302475547824343e-01,-7.586227698355393345e-01,9.435530173903217133e-01,-1.841184118411831605e-01
6.263077103376231136e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.010684873936517333e-02,-8.557969010187934655e-01,8.759037497581581011e-01,8.719871987198715146e-01
6.263705484745086594e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.947859047766569915e-02,-8.561218012337786787e-01,8.756003917114438817e-01,8.759875987598846336e-01
6.283185307179586232e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-2.449293598294706414e-16,-8.660254037844388186e-01,8.660254037844385966e-01,1.000000000000000000e+00
