wt, s1, s2, s3, d1, d2, d3, c
3.334191543143802949e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-2.258642423284880074e-01,1.115947080189299445e+00,-8.900828378608108826e-01,-2.261226122612285394e-01
3.426563604365465032e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-3.317328970250499331e-01,1.146562611334387860e+00,-8.148297143093374828e-01,-8.141814181418176588e-01
3.427191985734320046e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.324444170728871883e-01,1.146737650621779236e+00,-8.142932335488916040e-01,-8.181818181818201197e-01
3.455469147332788094e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.643226992785503215e-01,1.154144748722198299e+00,-7.898220494436475336e-01,-9.981998199819983597e-01
3.493800410832933245e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.070656348681837011e-01,1.162711203701225049e+00,-7.556455688330409037e-01,-7.577757775777591576e-01
3.494428792201788259e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.077615269109008955e-01,1.162837437595876988e+00,-7.550759106849754820e-01,-7.537753775377495913e-01
3.540300632128191793e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.581090247028130058e-01,1.170809305869537909e+00,-7.127002811667242366e-01,-4.617461746174598147e-01
3.540929013497046807e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-4.587922642439630772e-01,1.170901439437040281e+00,-7.121091751930767044e-01,-4.577457745774538012e-01
3.769659831760209912e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-6.933466245885038237e-01,1.173566802188080960e+00,-4.802201775995766364e-01,9.983998399839961735e-01
3.967599962949485803e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-8.675724929761673421e-01,1.126453899171055761e+00,-2.588814061948878642e-01,-2.585258525852616174e-01
3.968228344318340817e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.680749159755524191e-01,1.126232846003709209e+00,-2.581579300281564016e-01,-2.625262526252640782e-01
4.075681558392519221e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.487881085662045466e-01,1.081971904259978023e+00,-1.331837956937729217e-01,-9.465946594659477853e-01
4.076309939761373791e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.492287750290552273e-01,1.081675792557402316e+00,-1.324470175283467277e-01,-9.505950595059502461e-01
4.083850516187632174e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.544874873618574007e-01,1.078089170851874057e+00,-1.236016834900162814e-01,-9.985998599860010927e-01
4.090134329876180530e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.588283023200843136e-01,1.075053484148125182e+00,-1.162251818280404525e-01,-9.613961396139636406e-01
4.090762711245035099e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.592603043051945999e-01,1.074747578748583399e+00,-1.154872744433883130e-01,-9.573957395739576270e-01
4.252885104409585004e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.057601715862463765e+00,9.820215083362847652e-01,7.558020752617926330e-02,7.470747074707517754e-02
4.253513485778439573e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.057930360453225305e+00,9.816102004394514635e-01,7.632016001377421588e-02,7.870787078708119111e-02
4.380446522287118505e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.115585120589409840e+00,8.908126483369034343e-01,2.247724722525068775e-01,8.867886788678909227e-01
4.381074903655973074e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.115826537135058860e+00,8.903261959167633188e-01,2.255003412182959854e-01,8.907890789078898308e-01
4.398041200615054436e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.122177929382903505e+00,8.770597245798060770e-01,2.451182048030977612e-01,9.987998799880024592e-01
4.420034548524974127e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.129930198896466953e+00,8.594872704580619471e-01,2.704429284384053944e-01,8.611861186118581202e-01
4.420662929893828696e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.130143678819428787e+00,8.589790508189711904e-01,2.711646280004579856e-01,8.571857185718521066e-01
4.498582219631829027e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,-1.153131722319409302e+00,7.933962631689809308e-01,3.597354591504287602e-01,3.611361136113622194e-01
4.499210601000684484e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.153288825115625471e+00,7.928472441710112673e-01,3.604415809446144814e-01,3.571357135713526532e-01
4.712231885042475810e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.179999985439421639e+00,5.901605300165150281e-01,5.898394554229067221e-01,-9.989998999900002730e-01
4.925881550453123481e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.153210330637548964e+00,3.600885378207316911e-01,7.931217928168174947e-01,3.591359135913627654e-01
4.926509931821978050e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.153053000168966058e+00,3.593823449685557003e-01,7.936706552004103576e-01,3.631363136313652262e-01
5.004429221559978380e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.130036994634192604e+00,2.708037915857352540e-01,8.592332030484574057e-01,8.591859185918586661e-01
5.005057602928833838e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.129823291616794068e+00,2.700820385940865820e-01,8.597412530227075411e-01,8.631863186318646797e-01
5.026422569469898072e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.122292506968657566e+00,2.454808505629695048e-01,8.768116564056882556e-01,9.991999199919980867e-01
5.043388866428979433e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.115947080189299223e+00,2.258642423284872580e-01,8.900828378608119928e-01,8.927892789278857322e-01
5.044017247797834003e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.115705883931125575e+00,2.251364178476596978e-01,8.905694660834660992e-01,8.887888788878868240e-01
5.171578665675367503e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-1.057766090366949685e+00,7.595018751871704388e-02,9.818159028482326134e-01,7.670767076707107890e-02
5.172207047044222072e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.057437236955993676e+00,7.521022007268013398e-02,9.822270168833135973e-01,7.270727072707217076e-02
5.333701058839917408e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.594761632672071938e-01,-1.151183036322265957e-01,1.074594466899433831e+00,-9.553955395539617257e-01
5.334329440208771977e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.590443506490474723e-01,-1.158562338541348491e-01,1.074900584503182266e+00,-9.593959395939606338e-01
5.340613253897320334e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.547054246559818491e-01,-1.232329718997727808e-01,1.077938396555754519e+00,-9.993999399939994532e-01
5.348153830323578717e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.494489677155573126e-01,-1.320786088155342652e-01,1.081527576531091661e+00,-9.525952595259497002e-01
5.348782211692433286e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.490084886386890295e-01,-1.328154131665496285e-01,1.081823901805238686e+00,-9.485948594859436866e-01
5.456863807135466260e+00,-1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.678237473098113774e-01,-2.585196808715094496e-01,1.126343428181320716e+00,-2.605260526052575187e-01
5.457492188504321717e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-8.673211529994231395e-01,-2.592431059625867618e-01,1.126564258962009957e+00,-2.565256525652515052e-01
5.654803938324742596e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-6.936465841380692332e-01,-4.798814993983862021e-01,1.173528083536455213e+00,9.995999599960043724e-01
5.883534756587906145e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.591338160963397419e-01,-7.118135167470399649e-01,1.170947332843379263e+00,-4.557455745574614525e-01
5.884163137956760714e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.584506671015465828e-01,-7.124047633426991988e-01,1.170855430444245560e+00,-4.597459745974674661e-01
5.930034977883163805e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-4.081094125706834497e-01,-7.547909697900155868e-01,1.162900382360698703e+00,-7.517751775177501372e-01
5.930663359252019262e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.074136009986187856e-01,-7.553607770420251999e-01,1.162774378040643874e+00,-7.557755775577561508e-01
5.968994622752164858e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.646753131279914517e-01,-7.895465633903419045e-01,1.154221876518332968e+00,-9.997999799980021862e-01
5.997900165719487475e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.320886734401652940e-01,-8.145615141341551180e-01,1.146650187574320245e+00,-8.161816181618135602e-01
5.998528547088342044e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-3.313770878626608463e-01,-8.150978340479657636e-01,1.146474921910626277e+00,-8.121812181218146520e-01
6.090272226941149114e+00,1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.262281211423144978e-01,-8.898393919396330176e-01,1.116067513081947071e+00,-2.281228122812279935e-01
6.090900608310004571e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.255003412182952638e-01,-8.903261959167636519e-01,1.115826537135058638e+00,-2.241224122412219799e-01
6.283185307179586232e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,-2.890166445987753579e-16,-1.021909976465637859e+00,1.021909976465637415e+00,1.000000000000000000e+00
